artist|cleaned genre|original genre
CHRISTOPHER MAX|pop|80s
DIVING FOR PEARLS|rock|melodic rock
LIL LOUIS|electronic|house
SHARON BRYANT|atlantic starr|atlantic starr
HOOTERS|rock|rock
CHUNKY A|hip-hop|hip-hop
SHOOTING STAR|rock|hard rock
ALARM|oi|oi
DJ JAZZY JEFF & FRESH PRINCE|hip-hop|hip-hop
WHITE LION|rock|hard rock
THOMPSON TWINS|pop|80s
BILLY OCEAN|pop|80s
MOVING PICTURES|pop|80s
SHIRLEY LEWIS|electronic|dance
SOUL SISTER|pop|pop
JETS|rock|rockabilly
EURYTHMICS|pop|80s
GRAYSON HUGH|blue eyed soul|blue eyed soul
BARDEUX|hi-nrg|hi-nrg
LIVING COLOUR|rock|rock
BIG NOISE|psytrance|psytrance
THE ALARM|pop|80s
TEDDY RILEY|rnb / soul|rnb
VESTA|seen live|seen live
ICEHOUSE|rock|new wave
EDDIE MURPHY|comedy|comedy
THE CULT|rock|hard rock
STAGE DOLLS|rock|hard rock
KON KAN|pop|80s
LOVE AND ROCKETS|post-punk|post-punk
UNDERWORLD|electronic|electronic
SINITTA|pop|80s
TEXAS|pop|pop
SOULSISTER|pop|pop
KATRINA AND THE WAVES|pop|pop
DOOBIE BROTHERS|rock|classic rock
THE GRACES|rock|indie
PAUL SHAFFER|seen live|seen live
BILLY SQUIER|rock|classic rock
TANGIER|rock|hard rock
BULLETBOYS|rock|hard rock
ADRIAN BELEW|rock|progressive rock
TORA TORA|rock|hard rock
THE CALL|rock|new wave
JOHN CAFFERTY & THE BEAVER BROWN BAND|rock|rock
BEACH BOYS|rock|classic rock
JOHN COUGAR MELLENCAMP|rock|rock
DION|pop|oldies
REAL LIFE|rock|new wave
WATERFRONT|pop|80s
1927|australian|australian
ARETHA FRANKLIN & WHITNEY HOUSTON|rnb / soul|soul
DEAD OR ALIVE|rock|new wave
ROB BASE & DJ E-Z ROCK|hip-hop|hip-hop
THE DOOBIE BROTHERS|rock|classic rock
CULT|rock|hard rock
SYNCH|pop|80s
ANIMOTION|rock|new wave
Q-FEEL|rock|new wave
BANGLES|pop|80s
PETER CETERA & CHER|pop|pop
HOLLY JOHNSON|pop|pop
ELVIS COSTELLO|rock|rock
LITA FORD & OZZY OSBOURNE|rock|hard rock
ROACHFORD|rnb / soul|soul
MICA PARIS|rnb / soul|soul
JACKSONS|rnb / soul|soul
WANG CHUNG|pop|80s
BELLE STARS|rock|new wave
TONE LOC|hip-hop|hip-hop
THIRTY EIGHT SPECIAL|rock|southern rock
FINE YOUNG CANIBALS|pop|80s
ARETHA FRANKLIN|rnb / soul|soul
LISA LISA & CULT JAM|pop|80s
SAM BROWN|pop|female vocalists
ONE 2 MANY|norwegian|norwegian
WAS NOT WAS|rnb / soul|funk
CUTTING CREW|pop|80s
SAMANTHA FOX|pop|80s
DEON ESTUS|pop|pop
EDIE BRICKELL & THE NEW BOHEMIANS|pop|female vocalists
THE REPLACEMENTS|rock|alternative
XTC|rock|new wave
SWEET SENSATION|freestyle|freestyle
JULIAN LENNON|pop|pop
JOHNNY KEMP|rnb / soul|rnb
PETER SCHILLING|pop|80s
ROY ORBISON|rock|classic rock
FIGURES ON A BEACH|rock|new wave
MIKE & THE MECHANICS|pop|80s
BENNY MARDONES|rock|classic rock
U2 & B.B. KING|rock|rock
WAS (NOT WAS)|rnb / soul|funk
CARLY SIMON|pop|female vocalists
CHRIS REA|rock|rock
GINA GO-GO|pop|pop
REPLACEMENTS|rock|alternative
EIGHTH WONDER|pop|pop
PASADENAS|rnb / soul|soul
THE FIXX|rock|new wave
ANN WILSON & ROBIN ZANDER|soundtrack|soundtrack
EASTERHOUSE|rock|indie
CHOIRBOYS|australian|australian
TIFFANY|pop|80s
SHERIFF|rock|rock
THE BOYS|punk|punk
BOY MEETS GIRL|pop|80s
TRAVELING WILBURYS|rock|classic rock
MIDGE URE|rock|new wave
LOVE AND MONEY|scottish|scottish
KIARA|venezuela|venezuela
CROSBY, STILLS, NASH & YOUNG|rock|classic rock
GIANT STEPS|pop|80s
TIMELORDS|electronic|electronic
BOYS CLUB|punk|punk
THE BEACH BOYS|rock|classic rock
IVAN NEVILLE|new orleans|new orleans
CAMOUFLAGE|pop|synthpop
MARC ALMOND|rock|new wave
JOAN JETT AND THE BLACKHEARTS|rock|rock
THE ESCAPE CLUB|pop|80s
TOMMY CONWELL AND THE YOUNG RUMBLERS|rock|rock
WHEN IN ROME|rock|new wave
ANNIE LENNOX & AL GREEN|duets|duets
SURVIVOR|rock|rock
RATT|rock|hard rock
THE ART OF NOISE|electronic|electronic
TIL TUESDAY|rock|new wave
ALPHAVILLE|pop|80s
MICHELLE SHOCKED|country / folk|folk
CHERYL "PEPSII" RILEY|r and b|r and b
BOBBY McFERRIN|jazz|jazz
THE GEORGIA SATELLITES|rock|southern rock
FAIRGROUND ATTRACTION|pop|pop
RANDY NEWMAN|country / folk|singer-songwriter
JUDSON SPENCE|pop|80s
D.J. JAZZY JEFF & THE FRESH PRINCE|hip-hop|hip-hop
BARBRA STREISAND & DON JOHNSON|pop|female vocalists
J.J. FAD|hip-hop|hip-hop
L'TRIMM|hip-hop|hip-hop
ART OF NOISE & TOM JONES|electronic|electronic
YAZZ & THE PLASTIC POPULATION|electronic|dance
BANANARAMA|pop|80s
CANDI|canadian|canadian
STRYPER|rock|hard rock
CAMEO|rnb / soul|funk
JON ASTLEY|pop|80s
CHERYL PEPSII RILEY|r and b|r and b
GEORGIA SATELLITES|rock|southern rock
ROMEO'S DAUGHTER|rock|melodic rock
KIM WILDE|pop|80s
GOOD QUESTION|rock|nu metal
DENIECE WILLIAMS|rnb / soul|soul
JOHN LENNON & THE PLASTIC ONO BAND|rock|classic rock
EUROPE|rock|hard rock
BRENDA K. STARR|pop|female vocalists
JEFFREY OSBORNE|rnb / soul|soul
NIGHT RANGER|rock|hard rock
FAT BOYS|hip-hop|hip-hop
GARDNER COLE|pop|pop
ROBERT CRAY BAND|rock|blues
HOLLY KNIGHT|rock|rock
FOUR TOPS|rnb / soul|soul
PAT BENATAR|pop|80s
AL B SURE!|rnb / soul|rnb
ERIC CARMEN|pop|pop
TRANSVISION VAMP|pop|80s
JANE WIEDLIN|pop|pop
FABULOUS THUNDERBIRDS|rock|blues rock
GLORIA ESTEFAN & MIAMI SOUND MACHINE|pop|pop
BLUE ZONE U.K.|pop|britpop
FREDDIE JACKSON|rnb / soul|soul
BRITNY FOX|rock|hair metal
KEITH SWEAT & JACCI McGHEE|rnb / soul|rnb
JOHNNY HATES JAZZ|pop|80s
TONI CHILDS|pop|female vocalists
FAT BOYS|hip-hop|hip-hop
BOOK OF LOVE|rock|new wave
THE CONTOURS|rnb / soul|soul
THE MOODY BLUES|rock|classic rock
CLIMIE FISHER|pop|80s
RUN DMC|hip-hop|hip-hop
SCRITTI POLITTI|rock|new wave
THE JETS|pop|80s
NIA PEOPLES|female artists|female artists
TIMES TWO|rock|rock
BRENDA RUSSELL|pop|female vocalists
KINGS OF THE SUN|rock|hard rock
THE SYSTEM|anarcho-punk|anarcho-punk
ZIGGY MARLEY AND THE MELODY MAKERS|reggae|reggae
THE COVER GIRLS|freestyle|freestyle
BOZ SCAGGS|rock|classic rock
NU SHOOZ|pop|80s
BROS|pop|pop
S-EXPRESS|electronic|dance
THE DEELE|rnb / soul|funk
THE CHURCH|rock|new wave
JIMMY BARNES|rock|rock
SIEDAH GARRETT|pop|pop
MOODY BLUES|rock|classic rock
KOOL MOE DEE|hip-hop|hip-hop
ORCHESTRAL MANOEUVRES IN THE DARK|rock|new wave
E.U.|rnb / soul|funk
CONTOURS|rnb / soul|soul
TOTO|rock|rock
SUAVE|hip-hop|hip-hop
GLASS TIGER|pop|80s
PRETTY POISON|pop|80s
JULIO IGLESIAS & STEVIE WONDER|rock|classic rock
STEVIE WONDER & MICHAEL JACKSON|pop|pop
JESSE JOHNSON|rnb / soul|funk
DAVID LEE ROTH|rock|hard rock
JERMAINE STEWART|pop|80s
BREATH|japanese|japanese
SCARLETT & BLACK|pop|80s
NOEL|freestyle|freestyle
DAN REED NETWORK|rock|rock
BIG PIG|electronic|dance
BRYAN FERRY|rock|glam rock
MORRIS DAY|rnb / soul|funk
RICK SPRINGFIELD|pop|80s
ADVENTURES|emo|emo
MERRY CLAYTON|rnb / soul|soul
HONEYMOON SUITE|rock|rock
KINGDOM COME|rock|hard rock
AGNETHA FALTSKOG|pop|pop
LOUIS ARMSTRONG|jazz|jazz
JAMES TAYLOR|country / folk|folk
ERIA FACHIN|pop|pop
M/A/R/R/S|electronic|house
SO|glitch|glitch
DONALD FAGEN|rock|jazz-rock
ROXANNE|italo disco|italo disco
DAN HILL|pop|80s
CELLARFUL OF NOISE|pop|80s
STACEY Q|pop|80s
GLADYS KNIGHT AND THE PIPS|rnb / soul|soul
PET SHOP BOYS & DUSTY SPRINGFIELD|pop|synthpop
TOMMY SHAW|rock|hard rock
BLUE MERCEDES|pop|80s
EARTH, WIND AND FIRE|rnb / soul|funk
ROGER|rnb / soul|funk
PEPSI & SHIRLIE|pop|pop
SWINGOUT SISTER|pop|pop
THE COMMUNARDS|pop|80s
THE KANE GANG|pop|pop
PATRICK SWAYZE|pop|80s
GLORIA ESTEFAN & MIAMI SOUNDMACHINE|pop|pop
COMMUNARDS|pop|80s
KANE GANG|pop|pop
MEN WITHOUT HATS|rock|new wave
L.L. COOL J|hip-hop|hip-hop
DAVID FOSTER|instrumental|instrumental
SQUEEZE|rock|new wave
BUSTER POINDEXTER|jazz|swing
CARS|rock|new wave
GEORGIO|hip-hop|hip-hop
BILL MEDLEY & JENNIFER WARNES|pop|pop
CALIFORNIA RAISINS|pop|80s
DOKKEN|rock|hard rock
WA WA NEE|rock|new wave
DEJA|rnb / soul|soul
BUSTER POINDEXTER & HIS BANSHEES OF BLUE|jazz|swing
BOURGEOIS TAGG|american|american
POWERSOURCE|goa|goa
SHANICE WILSON|rnb / soul|rnb
GLENN JONES|country / folk|folk
SAMMY HAGAR|rock|hard rock
KOOL AND THE GANG|rnb / soul|funk
MARTHA DAVIS|pop|female vocalists
MILLIONS LIKE US|electronic|dubstep
LOS LOBOS|latin|latin
JIMMY DAVIS|theme time|theme time
TIMOTHY B. SCHMIT|rock|rock
DIONNE|electronic|house
LISA LISA AND THE CULT JAM|pop|80s
BEAU COUP|aor|aor
THE CARS|rock|new wave
BIG TROUBLE|pop|pop
THE OTHER ONES|rock|new wave
WENDY & LISA|pop|pop
DAN HILL & VONDA SHEPARD|pop|pop
TAJA SEVELLE|pop|pop
GLEN BURTNICK|aor|aor
THE WHISPERS|rnb / soul|soul
ABC|pop|80s
LIVING IN A BOX|pop|80s
MICHAEL JACKSON with SIEDAH GARRETT|rnb / soul|soul
GRATEFUL DEAD|rock|classic rock
MR. MISTER|pop|80s
T'PAU|pop|80s
SIMON F|rock|new wave
FORCE M.D.'S|rnb / soul|rnb
CURIOSITY KILLED THE CAT|pop|80s
HERB ALPERT|jazz|jazz
STEPHANIE MILLS|rnb / soul|soul
MONKEES|pop|60s
YELLO|electronic|electronic
DANNY WILSON|pop|80s
RAY PARKER JR.|pop|80s
NYLONS|a cappella|a cappella
SUZANNE VEGA|pop|female vocalists
DIONNE WARWICK & JEFFREY OSBORNE|pop|female vocalists
THE POINTER SISTERS|disco|disco
JONATHAN BUTLER|smooth jazz|smooth jazz
THE OUTFIELD|pop|80s
KLYMAXX|pop|80s
SILENCERS|rock|new wave
THE NYLONS|a cappella|a cappella
BREAKFAST CLUB|pop|80s
POINTER SISTERS|disco|disco
LEVEL 42|pop|80s
PSEUDO ECHO|rock|new wave
CLUB NOUVEAU|pop|80s
AL JARREAU|jazz|jazz
AMAZULU|pop|80s
DEBBIE HARRY|rock|new wave
INXS & JIMMY BARNES|rock|rock
CHRIS DE BURGH|pop|pop
TOM KIMMEL|rock|roots rock
JENNIFER RUSH & ELTON JOHN|pop|pop
FAT BOYS|hip-hop|hip-hop
PARTLAND BROTHERS|rock|hard rock
BRUCE WILLIS|rock|blues
GINO VANNELLI|pop|pop
4 BY FOUR|throwback rnb|throwback rnb
COMPANY B|freestyle|freestyle
NONA HENDRYX|pop|pop
THE BREAKFAST CLUB|pop|80s
THE TRUTH|hardcore|hardcore
DAN FOGELBERG|country / folk|singer-songwriter
K.T.P.|punk|punk
MONDO ROCK|rock|rock
ROCK AND HYDE|pop|80s
PSYCHEDELIC FURS|rock|new wave
ARETHA FRANKLIN & GEORGE MICHAEL|pop|pop
JACK WAGNER|pop|pop
DONNA ALLEN|pop|pop
FROZEN GHOST|psytrance|psytrance
LUTHER VANDROSS|rnb / soul|soul
GREGG ALLMAN BAND|rock|southern rock
PAUL LEKAKIS|pop|80s
WORLD PARTY|rock|alternative
BILLY JOEL & RAY CHARLES|rock|classic rock
LINDA RONSTADT & JAMES INGRAM|rock|rock
SHIRLEY MURDOCK|rnb / soul|soul
THE ROBERT CRAY BAND|rock|blues
PETER GABRIEL & KATE BUSH|pop|pop
HIPSWAY|pop|80s
GREGORY ABBOTT|rnb / soul|soul
THE BARBUSTERS|gotanygoodmusic|gotanygoodmusic
STARPOINT|rnb / soul|funk
STABILIZERS|rock|new wave
SHEILA E|pop|80s
JULIAN COPE|post-punk|post-punk
READY FOR THE WORLD|pop|80s
DAVID & DAVID|rock|rock
MEL & KIM|pop|80s
BILLY VERA|pop|male vocalists
LONE JUSTICE|alt-country|alt-country
A-HA|pop|80s
VENETIANS|pop|80s
CHRIS DeBURGH|pop|pop
BENJAMIN ORR|rock|new wave
EIGHT SECONDS|pop|80s
JEFF LORBER|smooth jazz|smooth jazz
TIA|pop|j-pop
UPTOWN|hip-hop|hip-hop
KANSAS|rock|classic rock
COLIN JAMES HAY|acoustic|acoustic
FIVE STAR|pop|pop
NOCERA|freestyle|freestyle
BEN E. KING|rnb / soul|soul
ROB JUNGKLAS|alt-country|alt-country
EL DeBARGE|pop|80s
NANCY MARTINEZ|freestyle|freestyle
ANN WILSON|rock|rock
THE HUMAN LEAGUE|rock|new wave
RON|italian|italian
PETER CETERA & AMY GRANT|pop|pop
RIC OCASEK|rock|new wave
TIMBUK 3|rock|rock
DON JOHNSON|pop|pop
GRACE JONES|disco|disco
TALKING HEADS|rock|new wave
BILLY VERA & THE BEATERS|pop|80s
MIAMI SOUND MACHINE|pop|pop
BOB GELDOF|rock|rock
COMMODORES|rnb / soul|soul
ORAN "JUICE" JONES|pop|80s
JOHN PARR|rock|rock
SECRET TIES|high energy|high energy
STACY LATTISAW|pop|80s
THE POLICE|rock|rock
TEMPTATIONS|rnb / soul|soul
KBC BAND|rock|rock
MIDNIGHT STAR|rnb / soul|funk
TRIUMPH|rock|hard rock
ANDY TAYLOR|rock|rock
LABAN|pop|80s
GLORIA LORING & CARL ANDERSON|pop|pop
BERLIN|rock|new wave
ART OF NOISE with MAX HEADROOM|electronic|electronic
DEVICE|rock|industrial metal
REGINA|seen live|seen live
DOUBLE|pop|80s
JOAN JETT & THE BLACKHEARTS|rock|rock
FAR CORPORATION|rock|rock
GWEN GUTHRIE|disco|disco
JAMES BROWN|rnb / soul|funk
TIMEX SOCIAL CLUB|pop|80s
ASHFORD & SIMPSON|rnb / soul|soul
DOCTOR AND THE MEDICS|rock|new wave
JOHN FOGERTY|rock|classic rock
AIR SUPPLY|pop|80s
GTR|rock|progressive rock
GAVIN CHRISTOPHER|rnb / soul|soul
ONE TO ONE|canadian|canadian
MARY JANE GIRLS|rnb / soul|funk
SOUTHSIDE JOHNNY AND THE JUKES|rock|classic rock
BLOW MONKEYS|pop|80s
ISLE OF MAN|rock|death metal
PATTI LaBELLE & MICHAEL McDONALD|pop|pop
LIMITED WARRANTY|star search|star search
EMERSON, LAKE AND POWELL|rock|progressive rock
BOYS DON'T CRY|rock|new wave
BARRY MANILOW|pop|pop
SOS BAND|rnb / soul|funk
YARBROUGH & PEOPLES|rnb / soul|funk
JOHN CAFFERTY|rock|rock
DAVID FOSTER|instrumental|instrumental
RENE & ANGELA|rnb / soul|soul
JEAN BEAUVOIR|rock|hard rock
THE ART OF NOISE feat. DUANE EDDY|electronic|electronic
NEIL DIAMOND|country / folk|singer-songwriter
FALCO|pop|80s
TRANS-X|pop|80s
MAGAZINE 60|italo disco|italo disco
JACKSON BROWNE|country / folk|singer-songwriter
MODELS|australian|australian
KROKUS|rock|hard rock
DENNIS DeYOUNG|rock|classic rock
GIUFFRIA|rock|hard rock
CULTURE CLUB|pop|80s
MAI TAI|disco|disco
DREAM ACADEMY|pop|80s
PATTI AUSTIN|rnb / soul|soul
EG DAILY|pop|pop
WILD BLUE|aor|aor
DIANA ROSS|rnb / soul|soul
DEL FUEGOS|rock|roots rock
KIM CARNES|pop|80s
SLY FOX|pop|80s
FORCE MD'S|rnb / soul|soul
WAX|hip-hop|hip-hop
CHERELLE & ALEXANDER O'NEAL|soundtrack|soundtrack
GRAHAM NASH|country / folk|singer-songwriter
VANITY|pop|80s
DIRE STRAITS|rock|classic rock
ROBERT TEPPER|rock|rock
JOHN TAYLOR|jazz|jazz
MARILYN MARTIN|pop|pop
BONNIE TYLER|pop|80s
OPUS|pop|80s
LITTLE RICHARD|rock|rock and roll
PLATINUM BLONDE|canadian|canadian
DIONNE WARWICK|rnb / soul|soul
ELECTRIC LIGHT ORCHESTRA|rock|classic rock
DAN SEALS|country / folk|country
JENNIFER RUSH|pop|80s
CHARLIE SEXTON|rock|rock
MEL'ISA MORGAN|rnb / soul|soul
GREG KIHN|rock|rock
FEARGAL SHARKEY|pop|pop
PHYLLIS NELSON|rnb / soul|soul
DIONNE & FRIENDS|pop|pop
FIRM|rock|classic rock
ARCADIA|rock|new wave
ANNE MURRAY|country / folk|country
TOM PETTY AND THE HEARTBREAKERS with STEVIE NICKS|rock|classic rock
SAM HARRIS|samharris-com|samharris-com
WHAM|pop|80s
PETER FRAMPTON|rock|classic rock
BARBRA STREISAND|pop|female vocalists
CHICAGO BEARS SHUFFLIN' CREW|rock|classic rock
ISLEY / JASPER / ISLEY|rnb / soul|soul
ALAN PARSONS PROJECT|rock|progressive rock
CLARENCE CLEMONS & JACKSON BROWNE|rock|rock
TA MARA & THE SEEN|minneapolis sound|minneapolis sound
RAY PARKER JR.|pop|80s
PHIL COLLINS & MARILYN MARTIN|pop|pop
PETE TOWNSHEND|rock|classic rock
TALK TALK|rock|new wave
JENNIFER HOLLIDAY|rnb / soul|soul
BRYAN ADAMS & TINA TURNER|rock|rock
MR MISTER|pop|80s
OINGO BOINGO|rock|new wave
EUGENE WILDE|rnb / soul|soul
MAURICE WHITE|rnb / soul|soul
DAVID PACK|rock|rock
RUSH|rock|progressive rock
TWISTED SISTER|rock|hard rock
EVELYN 'CHAMPAGNE' KING|disco|disco
JAN HAMMER|soundtrack|soundtrack
ARTISTS UNITED AGAINST APARTHEID|rock|rock
EURYTHMICS & ARETHA FRANKLIN|pop|pop
NICK LOWE|country / folk|singer-songwriter
FORTUNE|french|french
EL DeBARGE with DeBARGE|rnb / soul|soul
ROGER DALTREY|rock|classic rock
JONI MITCHELL|country / folk|folk
JON BUTCHER AXIS|rock|blues
CHEECH & CHONG|comedy|comedy
MICK JAGGER & DAVID BOWIE|rock|classic rock
MARILLION|rock|progressive rock
QUARTERFLASH|pop|80s
CHRISTOPHER CROSS|rock|soft rock
9.9|pop|80s
GODLEY & CREME|pop|pop
MOTELS|rock|new wave
POWER STATION|pop|80s
FAMILY|rock|progressive rock
UB 40|reggae|reggae
BILLY CRYSTAL|comedy|comedy
ROMANTICS|rock|new wave
DeBARGE|pop|80s
EDDIE AND THE TIDE|rock|rock
KING|pop|80s
COCK ROBIN|pop|80s
WHAT IS THIS|rock|alternative rock
'TIL TUESDAY|rock|new wave
LOOSE ENDS|rnb / soul|soul
STEVE ARRINGTON|rnb / soul|funk
Y&T|rock|hard rock
URGENT|aor|aor
BELOUIS SOME|rock|new wave
PAUL HARDCASTLE|smooth jazz|smooth jazz
ERIC MARTIN|rock|hard rock
LIMAHL|pop|80s
JEFF BECK & ROD STEWART|rock|rock
J. GEILS BAND|rock|classic rock
ALISON MOYET|pop|female vocalists
SUPERTRAMP|rock|classic rock
JEAN KNIGHT|rnb / soul|soul
HAROLD FALTERMEYER|soundtrack|soundtrack
GEORGE THOROGOOD|rock|blues rock
SISTER SLEDGE|disco|disco
VITAMIN Z|pop|80s
MEN AT WORK|pop|80s
MENUDO|pop|latin pop
GRAHAM PARKER|rock|new wave
USA FOR AFRICA|pop|pop
KIM MITCHELL|canadian|canadian
SHANNON|celtic|celtic
MURRAY HEAD|pop|80s
DOLLY PARTON & KENNY ROGERS|country / folk|country
PHILIP BAILEY|rnb / soul|soul
NILE ROGERS|rnb / soul|funk
PAUL HYDE|canadian|canadian
AL CORLEY|pop|80s
ALEX BROWN|rnb / soul|soul
MAUREEN STEELE|motown label|motown label
THE FIRM|rock|classic rock
PRINCE & THE REVOLUTION|rnb / soul|funk
FRANKIE GOES TO HOLLYWOOD|pop|80s
MELISSA MANCHESTER|pop|female vocalists
JULES SHEAR|rock|rock
SLADE|rock|glam rock
RICK JAMES|rnb / soul|funk
FREDDIE MERCURY|rock|classic rock
KURTIS BLOW|hip-hop|hip-hop
DAVE EDMUNDS|rock|rock
SCANDAL|rock|j-rock
AUTOGRAPH|rock|hard rock
DAN HARTMAN|disco|disco
ROBIN GEORGE|rock|hard rock
MAZE|rnb / soul|soul
JERMAINE JACKSON & PIA ZADORA|pop|80s
UTFO|hip-hop|hip-hop
BRONSKI BEAT|pop|80s
DONNIE IRIS|rock|rock
ISLEY JASPER ISLEY|rnb / soul|soul
MANHATTANS|rnb / soul|soul
NOLAN THOMAS|pop|pop
JOHN HUNTER|pop|oldies
HONEYDRIPPERS|rock|classic rock
ROBEY|pop|pop
LITTLE RIVER BAND|rock|classic rock
TUBES|rock|new wave
GEORGE BENSON|jazz|jazz
RAY PARKER JNR.|pop|80s
ROMAN HOLIDAY|pop|80s
STEVE MILLER|rock|classic rock
KINKS|rock|classic rock
BRUCE COCKBURN|canadian|canadian
BAND AID|christmas|christmas
MANHATTAN TRANSFER|jazz|jazz
BARBRA STREISAND & KIM CARNES|pop|female vocalists
DEEP PURPLE|rock|hard rock
REBBIE JACKSON|pop|pop
DAN HARTMANN|disco|disco
WHODINI|hip-hop|hip-hop
ROGER HODGSON|rock|progressive rock
JEFFREY OSBOURNE|rnb / soul|soul
LORENZO LAMAS|boltonesque|boltonesque
KENNY ROGERS & KIM CARNES|country / folk|country
RICK SPRINGFIELD & RANDY CRAWFORD|pop|80s
KENNY ROGERS & DOLLY PARTON|country / folk|country
RICK DEES|disco|disco
SHALAMAR|disco|disco
BILLY SATELLITE|rock|rock
EUROGLIDERS|australian|australian
38 SPECIAL|rock|southern rock
JOHN DENVER|country / folk|country
ROMEO VOID|rock|new wave
APOLLONIA 6|rnb / soul|funk
MARIA VIDAL|pop|pop
BAND OF GOLD|rnb / soul|soul
MATTHEW WILDER|pop|80s
MOLLY HATCHET|rock|southern rock
EVERLY BROTHERS|pop|oldies
STEPHEN STILLS|country / folk|singer-songwriter
LINDSAY BUCKINGHAM|country / folk|singer-songwriter
JANEY STREET|aor|aor
BARRY GIBB|rock|classic rock
JOYCE KENNEDY|rnb / soul|soul
RALPH MacDONALD & BILL WITHERS|rnb / soul|soul
NAKED EYES|rock|new wave
EVELYN THOMAS|disco|disco
JULIO IGLESIAS & DIANA ROSS|julio iglesias|julio iglesias
RICKIE LEE JONES|pop|female vocalists
S.O.S. BAND|rnb / soul|funk
MTUME|rnb / soul|funk
SPANDAU BALLET|pop|80s
JEFFERSON STARSHIP|rock|classic rock
GO-GO'S|rock|new wave
TEDDY PENDERGRASS|rnb / soul|soul
A FLOCK OF SEAGULLS|rock|new wave
VAN STEPHENSON|aor|aor
SERGIO MENDES|bossa nova|bossa nova
OLLIE & JERRY|electro|electro
RUBBER RODEO|rock|new wave
QUIET RIOT|rock|heavy metal
MIKE RENO & ANN WILSON|pop|pop
KENNY ROGERS|country / folk|country
JUICE NEWTON|country / folk|country
EDDY GRANT|reggae|reggae
NEWCLEUS|electro|electro
FACE TO FACE|punk|punk
DRAGON|rock|thrash metal
JOYCE KENNEDY|rnb / soul|soul
EDDIE|mangue beat|mangue beat
JEFF LYNNE|rock|classic rock
CAROL LYNN TOWNES|pop|female vocalists
BUS BOYS|rock|rockabilly
CHERRELLE|rnb / soul|soul
JOE JACKSON|rock|new wave
RONNIE MILSAP|country / folk|country
IRENE CARA|pop|80s
ELVIS COSTELLO AND THE ATTRACTIONS|rock|new wave
ROBIN GIBB|pop|pop
TONY CAREY|rock|rock
JOCELYN BROWN|rnb / soul|soul
GRANDMASTER MELLE MEL|hip-hop|hip-hop
M+M|spotify|spotify
JOHNNY MATHIS|pop|oldies
STYLE COUNCIL|rock|new wave
GIORGIO MORODER|disco|disco
LINDSEY BUCKINGHAM|country / folk|singer-songwriter
JOE JACKSON & ELAINE CASWELL|rock|new wave
ROCKWELL|electronic|drum and bass
PATRICE RUSHEN|rnb / soul|soul
KAREN KAMON|pop|80s
BURTON|composer|composer
RED RIDER|rock|rock
ORION THE HUNTER|aor|aor
JULIO IGLESIAS & WILLIE NELSON|country / folk|country
BAR-KAYS|rnb / soul|funk
ICICLE WORKS|rock|new wave
TRACEY ULLMAN|pop|pop
CHRISTINE McVIE|fleetwood mac|fleetwood mac
YARBOROUGH & PEOPLES|rnb / soul|funk
FIRE INC.|soundtrack|soundtrack
JENNY BURTON|pop|pop
LATOYA JACKSON|pop|pop
LAID BACK|reggae|reggae
NIK KERSHAW|pop|80s
DUKE JUPITER|aor|aor
TIMMY THOMAS|rnb / soul|soul
BIG COUNTRY|rock|new wave
TONEY CAREY|rock|rock
DWIGHT TWILLEY|pop|power pop
LaTOYA JACKSON|pop|pop
DENNIS EDWARDS|rnb / soul|soul
SHAKIN' STEVENS|rock|rock and roll
HAGAR, SCHON, AARONSON, SCHRIEVE|rock|hard rock
DEBARGE|pop|80s
RE-FLEX|rock|new wave
FRANK STALLONE|pop|pop
DAVID GILMOUR|rock|progressive rock
BILLY RANKIN|aor|aor
MICHAEL GORE|soundtrack|soundtrack
K.C. AND THE SUNSHINE BAND|disco|disco
NENA|german|german
STACY LATTISAW & JOHNNY GILL|rnb / soul|soul
JOHN LENNON|rock|classic rock
MANFRED MANN'S EARTHBAND|rock|classic rock
JOSIE COTTON|rock|new wave
MISSING PERSONS|rock|new wave
BOBBY WOMACK|rnb / soul|soul
POLICE|rock|rock
DAZZ BAND|rnb / soul|funk
GOLDEN EARRING|rock|classic rock
STEPHEN BISHOP|rock|classic rock
THOMAS DOLBY|rock|new wave
JAMES INGRAM & MICHAEL McDONALD|pop|80s
MADNESS|ska|ska
CHERYL LYNN|disco|disco
J. BLACKFOOT|rnb / soul|soul
ANDY FRASER|rock|rock
T.G. SHEPPARD|country / folk|country
MUSICAL YOUTH|reggae|reggae
B.E. TAYLOR GROUP|rock|soft rock
APRIL WINE|rock|classic rock
DEELE|rnb / soul|funk
PAUL McCARTNEY & MICHAEL JACKSON|pop|80s
JENNY BURTON|pop|pop
MINK DeVILLE|rock|rock
OLIVIA NEWTON-JOHN with JOHN TRAVOLTA|soundtrack|soundtrack
DEBORAH ALLEN|country / folk|country
BLUE OYSTER CULT|rock|classic rock
STRAY CATS|rock|rockabilly
TONI BASIL|pop|80s
RICK JAMES|rnb / soul|funk
THE HEADPINS|rock|hard rock
EVELYN "CHAMPAGNE" KING|disco|disco
BOB DYLAN|country / folk|folk
D TRAIN|rnb / soul|funk
THE ROMANTICS|rock|new wave
JAMES INGRAM with MICHAEL McDONALD|pop|80s
K.C. & THE SUNSHINE BAND|disco|disco
THE MOTELS|rock|new wave
MANFRED MANN'S EARTH BAND|rock|classic rock
